"Geography","Year","Question Code","Question Text","Response Category","Response Variable","Gender","Value"
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Family farm, raising family livestock or fishing","sog_w2_employer_farm","female",2.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Family farm, raising family livestock or fishing","sog_w2_employer_farm","combined",3.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Government or public sector","sog_w2_employer_govt","male",8.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Government or public sector","sog_w2_employer_govt","female",11.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Government or public sector","sog_w2_employer_govt","combined",9.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","A large private business (business with more than 500 employees)","sog_w2_employer_largeb","male",11.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","A large private business (business with more than 500 employees)","sog_w2_employer_largeb","female",9.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","A large private business (business with more than 500 employees)","sog_w2_employer_largeb","combined",10.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","A medium private business (business with 251- 500 employees)","sog_w2_employer_medb","male",4.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","A medium private business (business with 251- 500 employees)","sog_w2_employer_medb","female",2.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","A medium private business (business with 251- 500 employees)","sog_w2_employer_medb","combined",3.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","I did not work for anyone last week","sog_w2_employer_none","male",13.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","I did not work for anyone last week","sog_w2_employer_none","female",14.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","I did not work for anyone last week","sog_w2_employer_none","combined",14.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","An organization (e.g. non-profit, charitable)","sog_w2_employer_org","male",4.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","An organization (e.g. non-profit, charitable)","sog_w2_employer_org","female",3.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","An organization (e.g. non-profit, charitable)","sog_w2_employer_org","combined",4.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Other","sog_w2_employer_oth","male",21.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Other","sog_w2_employer_oth","female",25.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Other","sog_w2_employer_oth","combined",23.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Own Business","sog_w2_employer_ownb","male",18.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Own Business","sog_w2_employer_ownb","female",19.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Own Business","sog_w2_employer_ownb","combined",18.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","A small private business (business with up to 250 employees)","sog_w2_employer_smalb","male",17.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","A small private business (business with up to 250 employees)","sog_w2_employer_smalb","female",12.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","A small private business (business with up to 250 employees)","sog_w2_employer_smalb","combined",15.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Caring for adults","sog_w2_hh_fcs_wrk_adult","male",5.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Caring for adults","sog_w2_hh_fcs_wrk_adult","female",11.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Caring for adults","sog_w2_hh_fcs_wrk_adult","combined",8.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Caring for child(ren)","sog_w2_hh_fcs_wrk_child","male",14.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Caring for child(ren)","sog_w2_hh_fcs_wrk_child","female",32.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Caring for child(ren)","sog_w2_hh_fcs_wrk_child","combined",22.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Households chores","sog_w2_hh_fcs_wrk_chor","male",27.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Households chores","sog_w2_hh_fcs_wrk_chor","female",39.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Households chores","sog_w2_hh_fcs_wrk_chor","combined",32.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Home-schooling of children","sog_w2_hh_fcs_wrk_hmsch","male",9.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Home-schooling of children","sog_w2_hh_fcs_wrk_hmsch","female",20.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Home-schooling of children","sog_w2_hh_fcs_wrk_hmsch","combined",13.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","None of the above","sog_w2_hh_fcs_wrk_none","male",41.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","None of the above","sog_w2_hh_fcs_wrk_none","female",29.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","None of the above","sog_w2_hh_fcs_wrk_none","combined",36.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Other","sog_w2_hh_fcs_wrk_other","male",9.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Other","sog_w2_hh_fcs_wrk_other","female",6.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Other","sog_w2_hh_fcs_wrk_other","combined",8.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Other tasks a female household member asked me to do","sog_w2_hh_fcs_wrk_tskf","male",11.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Other tasks a female household member asked me to do","sog_w2_hh_fcs_wrk_tskf","female",7.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Other tasks a female household member asked me to do","sog_w2_hh_fcs_wrk_tskf","combined",9.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Other tasks a male household member asked me to do","sog_w2_hh_fcs_wrk_tskm","male",8.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Other tasks a male household member asked me to do","sog_w2_hh_fcs_wrk_tskm","female",5.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Other tasks a male household member asked me to do","sog_w2_hh_fcs_wrk_tskm","combined",7.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Other tasks a non-household member asked me to do","sog_w2_hh_fcs_wrk_tsko","male",7.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Other tasks a non-household member asked me to do","sog_w2_hh_fcs_wrk_tsko","female",9.00
"Costa Rica",2021,"B.16","During the past month, which of the following household responsibilities have affected your ability to focus on any work you did for pay? Select all that apply","Other tasks a non-household member asked me to do","sog_w2_hh_fcs_wrk_tsko","combined",8.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 1 and 2 hours","sog_w2_hrs_dmstc_12","male",25.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 1 and 2 hours","sog_w2_hrs_dmstc_12","female",13.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 1 and 2 hours","sog_w2_hrs_dmstc_12","combined",18.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 2 and 3 hours","sog_w2_hrs_dmstc_23","male",14.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 2 and 3 hours","sog_w2_hrs_dmstc_23","female",13.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 2 and 3 hours","sog_w2_hrs_dmstc_23","combined",14.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 3 and 4 hours","sog_w2_hrs_dmstc_34","male",10.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 3 and 4 hours","sog_w2_hrs_dmstc_34","female",12.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 3 and 4 hours","sog_w2_hrs_dmstc_34","combined",11.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 4 and 5 hours","sog_w2_hrs_dmstc_45","male",10.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 4 and 5 hours","sog_w2_hrs_dmstc_45","female",11.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 4 and 5 hours","sog_w2_hrs_dmstc_45","combined",10.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 5 and 7 hours","sog_w2_hrs_dmstc_57","male",7.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 5 and 7 hours","sog_w2_hrs_dmstc_57","female",9.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 5 and 7 hours","sog_w2_hrs_dmstc_57","combined",8.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 7 and 9 hours","sog_w2_hrs_dmstc_79","male",2.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 7 and 9 hours","sog_w2_hrs_dmstc_79","female",8.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 7 and 9 hours","sog_w2_hrs_dmstc_79","combined",5.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 9 and 11 hours","sog_w2_hrs_dmstc_911","male",0.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 9 and 11 hours","sog_w2_hrs_dmstc_911","female",6.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Between 9 and 11 hours","sog_w2_hrs_dmstc_911","combined",3.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","No time spent on these activities","sog_w2_hrs_dmstc_none","male",12.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","No time spent on these activities","sog_w2_hrs_dmstc_none","female",4.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","No time spent on these activities","sog_w2_hrs_dmstc_none","combined",7.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","More than 11hrs","sog_w2_hrs_dmstc_over11","male",4.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","More than 11hrs","sog_w2_hrs_dmstc_over11","female",16.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","More than 11hrs","sog_w2_hrs_dmstc_over11","combined",10.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Less than 1 hour","sog_w2_hrs_dmstc_under1","male",15.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Less than 1 hour","sog_w2_hrs_dmstc_under1","female",8.00
"Costa Rica",2021,"B.24","On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)","Less than 1 hour","sog_w2_hrs_dmstc_under1","combined",11.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 1 and 2 hours","sog_w2_hrs_leisure_12","male",25.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 1 and 2 hours","sog_w2_hrs_leisure_12","female",28.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 1 and 2 hours","sog_w2_hrs_leisure_12","combined",27.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 2 and 3 hours","sog_w2_hrs_leisure_23","male",21.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 2 and 3 hours","sog_w2_hrs_leisure_23","female",17.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 2 and 3 hours","sog_w2_hrs_leisure_23","combined",19.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 3 and 4 hours","sog_w2_hrs_leisure_34","male",14.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 3 and 4 hours","sog_w2_hrs_leisure_34","female",13.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 3 and 4 hours","sog_w2_hrs_leisure_34","combined",14.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 4 and 5 hours","sog_w2_hrs_leisure_45","male",10.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 4 and 5 hours","sog_w2_hrs_leisure_45","female",8.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 4 and 5 hours","sog_w2_hrs_leisure_45","combined",9.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 5 and 7 hours","sog_w2_hrs_leisure_57","male",7.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 5 and 7 hours","sog_w2_hrs_leisure_57","female",6.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 5 and 7 hours","sog_w2_hrs_leisure_57","combined",7.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 7 and 9 hours","sog_w2_hrs_leisure_79","male",2.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 7 and 9 hours","sog_w2_hrs_leisure_79","female",2.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 7 and 9 hours","sog_w2_hrs_leisure_79","combined",2.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 9 and 11 hours","sog_w2_hrs_leisure_911","male",2.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 9 and 11 hours","sog_w2_hrs_leisure_911","female",2.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Between 9 and 11 hours","sog_w2_hrs_leisure_911","combined",2.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","No time spent on these activities","sog_w2_hrs_leisure_none","male",5.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","No time spent on these activities","sog_w2_hrs_leisure_none","female",7.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","No time spent on these activities","sog_w2_hrs_leisure_none","combined",6.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","More than 11hrs","sog_w2_hrs_leisure_over11","male",4.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","More than 11hrs","sog_w2_hrs_leisure_over11","female",2.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","More than 11hrs","sog_w2_hrs_leisure_over11","combined",3.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Less than 1 hour","sog_w2_hrs_leisure_under1","male",11.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Less than 1 hour","sog_w2_hrs_leisure_under1","female",13.00
"Costa Rica",2021,"B.22","On a typical day, how many hours per day do you participate in leisure activities? (For example, watching TV, using social media, resting, reading for pleasure, visiting with a friend) Select one","Less than 1 hour","sog_w2_hrs_leisure_under1","combined",12.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 1 and 2 hours","sog_w2_hrs_sps_wrk_12","male",7.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 1 and 2 hours","sog_w2_hrs_sps_wrk_12","female",1.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 1 and 2 hours","sog_w2_hrs_sps_wrk_12","combined",3.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 2 and 3 hours","sog_w2_hrs_sps_wrk_23","male",8.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 2 and 3 hours","sog_w2_hrs_sps_wrk_23","female",0.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 2 and 3 hours","sog_w2_hrs_sps_wrk_23","combined",4.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 3 and 4 hours","sog_w2_hrs_sps_wrk_34","male",4.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 3 and 4 hours","sog_w2_hrs_sps_wrk_34","female",5.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 3 and 4 hours","sog_w2_hrs_sps_wrk_34","combined",4.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 4 and 5 hours","sog_w2_hrs_sps_wrk_45","male",7.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 4 and 5 hours","sog_w2_hrs_sps_wrk_45","female",7.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 4 and 5 hours","sog_w2_hrs_sps_wrk_45","combined",7.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 5 and 7 hours","sog_w2_hrs_sps_wrk_57","male",7.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 5 and 7 hours","sog_w2_hrs_sps_wrk_57","female",9.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 5 and 7 hours","sog_w2_hrs_sps_wrk_57","combined",8.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 7 and 9 hours","sog_w2_hrs_sps_wrk_79","male",18.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 7 and 9 hours","sog_w2_hrs_sps_wrk_79","female",28.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 7 and 9 hours","sog_w2_hrs_sps_wrk_79","combined",23.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 9 and 11 hours","sog_w2_hrs_sps_wrk_911","male",9.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 9 and 11 hours","sog_w2_hrs_sps_wrk_911","female",16.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Between 9 and 11 hours","sog_w2_hrs_sps_wrk_911","combined",13.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","No time spent on these activities","sog_w2_hrs_sps_wrk_none","male",25.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","No time spent on these activities","sog_w2_hrs_sps_wrk_none","female",12.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","No time spent on these activities","sog_w2_hrs_sps_wrk_none","combined",18.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","More than 11hrs","sog_w2_hrs_sps_wrk_over11","male",8.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","More than 11hrs","sog_w2_hrs_sps_wrk_over11","female",13.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","More than 11hrs","sog_w2_hrs_sps_wrk_over11","combined",11.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Less than 1 hour","sog_w2_hrs_sps_wrk_under1","male",3.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Less than 1 hour","sog_w2_hrs_sps_wrk_under1","female",1.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Less than 1 hour","sog_w2_hrs_sps_wrk_under1","combined",2.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Unsure","sog_w2_hrs_sps_wrk_unsure","male",5.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Unsure","sog_w2_hrs_sps_wrk_unsure","female",7.00
"Costa Rica",2021,"B.20","On a typical day, how many hours per day does your spouse or partner spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income) Select one","Unsure","sog_w2_hrs_sps_wrk_unsure","combined",6.00
